,income,credit_debt,balance_saved,spending_total,count_total
0,0.18139944643687092,0.0,0.0,1.0,0.0
1,0.04581810109810831,0.16297157894736844,0.0005746055549067035,0.7962287779696029,0.31862745098039214
2,0.12866527466581573,0.03017789473684211,0.005462541869531998,0.8768158756368617,0.3529411764705882
3,0.33066725861387236,0.0,0.027162482759604475,0.8096840893998156,0.37745098039215685
4,0.3090658101930534,0.007229473684210528,0.011323607684825512,0.670944727822916,0.37254901960784315
5,0.10879804657422117,0.0,0.0,1.0,0.0
6,0.0,0.10526315789473685,0.12933528523883353,0.8033038763235522,0.5784313725490196
7,0.013381244060295372,0.31578947368421056,0.0022016887786533816,0.7412534277261178,0.47549019607843135
8,0.2770729135595219,0.0,0.0,1.0,0.0
9,0.06674667203118821,0.12074421052631579,0.026585202547343666,0.8227735494619319,0.5245098039215687
10,0.1791727075341468,0.02870421052631579,0.0,0.8480878342594187,0.4215686274509804
11,0.0,0.0,0.08949626394945255,0.9266312698424236,0.07352941176470588
12,0.12224172256636862,0.0,0.0,1.0,0.0
13,0.061578695450099544,0.0,0.0,0.9216284665845152,0.28431372549019607
14,0.16198311563087467,0.0,0.0,1.0,0.0
15,0.0,0.0,0.0,1.0,0.0
16,0.07294824392849462,0.0,0.026341808728120187,0.9354053098739972,0.18137254901960784
17,0.0,0.0,0.024550234077096108,0.9218187998502011,0.3480392156862745
18,0.04407694388756703,0.10526315789473685,0.0004328487151391848,0.8177591654755579,0.5490196078431373
19,0.145778560874602,0.026795789473684214,0.0605003035736097,0.7481802348353934,0.446078431372549
20,0.18386203930436953,0.11304736842105265,0.04570231598580292,0.7289352313096171,0.3676470588235294
21,0.02190667119876246,0.0,0.0,1.0,0.0
22,0.46428546653995295,0.0,0.0,1.0,0.0
23,0.13522756439160083,0.10526315789473685,0.012922607006354095,0.7502889853336698,0.5686274509803921
24,0.13411766338089723,0.0,0.0,0.9379860906095043,0.25980392156862747
25,0.04504117039061579,0.0987821052631579,0.06174134458591401,0.820104766279071,0.24509803921568626
26,0.021996850655882128,0.10526315789473685,0.0,0.8958023336356328,0.5490196078431373
27,0.062265446700472404,0.10526315789473685,0.0,0.9018128690058864,0.6715686274509803
28,0.21271252870134644,0.0,0.22927430305115998,0.8955362348842725,0.10784313725490197
29,0.1508841055238386,0.0,0.0,1.0,0.0
30,0.1687465749148498,0.12631578947368421,0.0,0.8383931963968111,0.5147058823529411
31,0.5278064887587838,0.44384526315789474,0.0,0.6869937788207581,0.10784313725490197
32,0.3926066718924506,0.8947368421052632,0.0,0.6969520593581271,0.46568627450980393
33,0.252016898242888,0.055315789473684214,0.0,0.8179113283420909,0.39705882352941174
34,0.2774128207440499,0.0,0.018603133450245578,0.7019151294311857,0.29901960784313725
35,0.16887143877855393,0.12631578947368421,0.10527540500998984,0.7848487293670681,0.7107843137254902
36,0.0,0.0,0.04352692800446489,0.913625384718559,0.0196078431372549
37,0.1502736599679516,0.11578947368421054,0.0004582579600031739,0.8343532350817124,0.5588235294117647
38,0.09120611555456898,0.012807368421052633,0.08548739835187615,0.8439215564738431,0.14215686274509803
39,0.1573978370804054,0.11578947368421054,0.0,0.8687923828977682,0.6078431372549019
40,0.06954223520189794,0.1360663157894737,0.0441768697415122,0.8258808248385645,0.6568627450980392
41,0.30048488800405115,0.12906526315789474,0.0,0.6852157716835108,0.4166666666666667
42,0.17026575192325033,0.0,0.017205624982726174,0.962950184970564,0.3137254901960784
43,0.1251135914315642,0.10526315789473685,0.0,0.8482161743786465,0.5588235294117647
44,0.07106141221029849,0.04295578947368421,0.0,0.8542814423855941,0.39215686274509803
45,0.05557135622966627,0.10526315789473685,0.0,0.8687984576776854,0.5931372549019608
46,0.16960674819814509,0.09509052631578949,0.0,0.8633911846029922,0.5588235294117647
47,0.052519128450231344,0.10526315789473685,0.07608820663332855,0.8241371986657262,0.6176470588235294
48,0.1186137336376312,0.10526315789473685,0.0,0.92194228849088,0.25980392156862747
49,0.3266091830434873,0.08111157894736842,0.0,0.7064287669134472,0.4264705882352941
50,0.0,0.0,0.005447831254084425,1.0,0.0
51,0.0,0.0,0.06555897218267197,0.9597724408392593,0.06372549019607843
52,0.41693431467081027,0.0,0.0,1.0,0.0
53,0.13750979834486013,0.09464000000000002,0.0007658435557251487,0.7957145387575167,0.5049019607843137
54,0.1697871071123844,0.38947368421052636,0.0,0.8934091223971161,0.5196078431372549
55,0.16903792393015948,0.12631578947368421,0.0,0.8616490730770981,0.3872549019607843
56,0.23913510963740922,0.0,0.0,1.0,0.0
57,0.04370235229645456,0.11063263157894737,0.013973301570291332,0.8276117234164655,0.7794117647058824
58,0.3579985710024487,0.0,0.0,0.823443922539654,0.31862745098039214
59,0.05088202445944352,0.035188421052631584,0.0,0.923479043928787,0.19607843137254902
60,0.20161351859431037,0.15789473684210528,0.0,0.8991902228372731,0.4362745098039216
61,0.0,0.0,0.0,1.0,0.0
62,0.10575969255742003,0.10526315789473685,0.17033644514857277,0.8458582249876272,0.5196078431372549
63,0.11960570766594754,0.07734842105263158,0.11457786328756402,0.8161848988525982,0.49019607843137253
64,1.0,0.0,0.0,0.8473636288577024,0.37254901960784315
65,0.19343493552168817,0.05822000000000001,0.0,0.9067825396890049,0.16666666666666666
66,0.19070874116414743,0.14296736842105265,0.04195467525647735,0.6847951334130167,0.47549019607843135
67,0.040150669062203014,0.0,0.008576288805934886,1.0,0.0
68,0.0,0.0,0.0777242053815889,0.9207080863361211,0.0196078431372549
69,0.0758409234376409,0.009285263157894737,0.0015905295732405883,0.8239352747291439,0.446078431372549
70,0.10907552182689706,0.09938526315789474,0.0,0.8422280326614524,0.6127450980392157
71,0.1109415429011425,0.0,0.0,1.0,0.0
72,0.03076506864044063,0.10526315789473685,0.0,0.9085779084558114,0.6617647058823529
73,0.08598958080426201,0.0,0.038696942599178524,0.8553567636085568,0.29901960784313725
74,0.06332678954195772,0.03739578947368421,0.021682555617270796,0.8624741840171954,0.25
75,0.05154796506586569,0.05073368421052632,0.04954446127497351,0.8159399401912224,0.5294117647058824
76,0.11762869649063173,0.10526315789473685,0.027278830354508007,0.8553099733389734,0.3431372549019608
77,0.05294921509187899,0.08239684210526316,0.01037588742902128,0.8639553611859472,0.37254901960784315
78,0.0,0.0,0.023290916239538748,0.9455943462150853,0.07352941176470588
79,0.013748898770090943,0.08575473684210526,0.008810321324418998,0.7846896691548301,0.5441176470588235
